11.12.18 10:47:54	3	1	Write Alarm file	nA	
11.12.18 10:58:16	2	6	Alarms B4	nA	
11.12.18 10:58:16	2	6	Alarms B4	nA	
11.12.18 13:37:54	3	1	Write Alarm file	nA	
11.12.18 20:54:42	2	5	Alarms B3	nA	
12.12.18 09:04:42	2	5	Alarms B3	nA	
12.12.18 13:29:15	2	4	Alarms SWP	nA	
12.12.18 15:13:13	2	4	Alarms SWP	nA	
12.12.18 15:48:28	2	4	Alarms SWP	nA	
12.12.18 15:55:41	2	4	Alarms SWP	nA	
12.12.18 16:01:16	0	2	System Init		
12.12.18 21:16:54	2	5	Alarms B3	nA	
13.12.18 21:24:35	2	5	Alarms B3	nA	
